filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
132128389_748245732450603_1959981669450975590_n.jpg,64146,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,12,"{""name"":""rect"",""x"":338,""y"":577,""width"":231,""height"":34}","{""name"":""XICLAV GFS 70ml"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132128389_748245732450603_1959981669450975590_n.jpg,64146,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,13,"{""name"":""rect"",""x"":338,""y"":607,""width"":241,""height"":37}","{""name"":""EXIUM 400mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132128389_748245732450603_1959981669450975590_n.jpg,64146,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,14,"{""name"":""rect"",""x"":334,""y"":639,""width"":222,""height"":33}","{""name"":""ACTRAPID 100IU"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132128389_748245732450603_1959981669450975590_n.jpg,64146,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,15,"{""name"":""rect"",""x"":337,""y"":668,""width"":190,""height"":36}","{""name"":""SEROQUET 25"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132128389_748245732450603_1959981669450975590_n.jpg,64146,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,16,"{""name"":""rect"",""x"":338,""y"":699,""width"":208,""height"":41}","{""name"":""PURICAL 1mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132128389_748245732450603_1959981669450975590_n.jpg,64146,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,17,"{""name"":""rect"",""x"":342,""y"":737,""width"":236,""height"":36}","{""name"":""UROMAX 400mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132128389_748245732450603_1959981669450975590_n.jpg,64146,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,18,"{""name"":""rect"",""x"":342,""y"":767,""width"":189,""height"":36}","{""name"":""SODICARB 25"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132128389_748245732450603_1959981669450975590_n.jpg,64146,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,19,"{""name"":""rect"",""x"":346,""y"":799,""width"":238,""height"":52}","{""name"":""FILMET 400mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,0,"{""name"":""rect"",""x"":280,""y"":193,""width"":307,""height"":32}","{""name"":""AZITHROCIN 500mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,1,"{""name"":""rect"",""x"":283,""y"":225,""width"":240,""height"":32}","{""name"":""A- MYCIN 500mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,2,"{""name"":""rect"",""x"":277,""y"":253,""width"":273,""height"":32}","{""name"":""WOMENTON 200ml"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,3,"{""name"":""rect"",""x"":271,""y"":280,""width"":231,""height"":31}","{""name"":""RESQ 60 LICAP"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,4,"{""name"":""rect"",""x"":265,""y"":311,""width"":128,""height"":27}","{""name"":""JORVAN"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,5,"{""name"":""rect"",""x"":267,""y"":338,""width"":198,""height"":32}","{""name"":""WINOP 30 mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,6,"{""name"":""rect"",""x"":259,""y"":369,""width"":196,""height"":31}","{""name"":""ZIKID 100ml"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,7,"{""name"":""rect"",""x"":257,""y"":397,""width"":211,""height"":32}","{""name"":""ZOFRA ODT 8"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,8,"{""name"":""rect"",""x"":248,""y"":421,""width"":200,""height"":30}","{""name"":""ZITHROX 500"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,9,"{""name"":""rect"",""x"":249,""y"":446,""width"":213,""height"":35}","{""name"":""XENOBESE 120"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,10,"{""name"":""rect"",""x"":250,""y"":476,""width"":163,""height"":29}","{""name"":""THORMON"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,11,"{""name"":""rect"",""x"":245,""y"":501,""width"":173,""height"":36}","{""name"":""TICAREL 90"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,12,"{""name"":""rect"",""x"":249,""y"":537,""width"":241,""height"":38}","{""name"":""XICLAV GFS 70ml"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,13,"{""name"":""rect"",""x"":252,""y"":570,""width"":174,""height"":37}","{""name"":""EXIUM 40mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,14,"{""name"":""rect"",""x"":248,""y"":604,""width"":231,""height"":33}","{""name"":""ACTRAPID 100IU"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,15,"{""name"":""rect"",""x"":241,""y"":632,""width"":214,""height"":33}","{""name"":""SEROQUET 25"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,16,"{""name"":""rect"",""x"":245,""y"":658,""width"":186,""height"":41}","{""name"":""PURICAL 1mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,17,"{""name"":""rect"",""x"":246,""y"":692,""width"":199,""height"":34}","{""name"":""UROMAX 400mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,18,"{""name"":""rect"",""x"":239,""y"":722,""width"":196,""height"":37}","{""name"":""SODICARB 25"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132251327_3866179506745674_3123182316090418130_n.jpg,74036,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,19,"{""name"":""rect"",""x"":240,""y"":757,""width"":218,""height"":44}","{""name"":""FILMET 400mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,0,"{""name"":""rect"",""x"":340,""y"":193,""width"":260,""height"":42}","{""name"":""AZITHROCIN 500mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,1,"{""name"":""rect"",""x"":340,""y"":244,""width"":232,""height"":36}","{""name"":""A- MYCIN 500mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,2,"{""name"":""rect"",""x"":343,""y"":285,""width"":236,""height"":29}","{""name"":""WOMENTON 200ml"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,3,"{""name"":""rect"",""x"":338,""y"":323,""width"":201,""height"":33}","{""name"":""RESQ 60 LICAP"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,4,"{""name"":""rect"",""x"":344,""y"":370,""width"":107,""height"":28}","{""name"":""JORVAN"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,5,"{""name"":""rect"",""x"":345,""y"":413,""width"":161,""height"":32}","{""name"":""WINOP 30mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,6,"{""name"":""rect"",""x"":345,""y"":450,""width"":171,""height"":32}","{""name"":""ZOFRA ODT 8"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,7,"{""name"":""rect"",""x"":388,""y"":489,""width"":158,""height"":32}","{""name"":""ZIKID 100ml"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,8,"{""name"":""rect"",""x"":344,""y"":527,""width"":171,""height"":30}","{""name"":""ZITHROX 500"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,9,"{""name"":""rect"",""x"":340,""y"":559,""width"":191,""height"":26}","{""name"":""XENOBESE 120"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,10,"{""name"":""rect"",""x"":343,""y"":591,""width"":118,""height"":27}","{""name"":""THORMON"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,11,"{""name"":""rect"",""x"":345,""y"":621,""width"":160,""height"":30}","{""name"":""TICAREL 90"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,12,"{""name"":""rect"",""x"":345,""y"":650,""width"":239,""height"":34}","{""name"":""XICLAV GFS 70ml"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,13,"{""name"":""rect"",""x"":346,""y"":684,""width"":173,""height"":34}","{""name"":""EXIUM 40mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,14,"{""name"":""rect"",""x"":343,""y"":717,""width"":215,""height"":32}","{""name"":""ACTRAPID 100IU"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,15,"{""name"":""rect"",""x"":346,""y"":749,""width"":195,""height"":30}","{""name"":""SEROQUET 25"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,16,"{""name"":""rect"",""x"":342,""y"":785,""width"":161,""height"":37}","{""name"":""PURICAL 1mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,17,"{""name"":""rect"",""x"":336,""y"":815,""width"":202,""height"":32}","{""name"":""UROMAX 400mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,18,"{""name"":""rect"",""x"":339,""y"":844,""width"":171,""height"":32}","{""name"":""SODICARB 25"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
132324655_249281500053177_6540184935717510969_n.jpg,70254,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,19,"{""name"":""rect"",""x"":336,""y"":872,""width"":204,""height"":26}","{""name"":""FILMET 400mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,0,"{""name"":""rect"",""x"":134,""y"":194,""width"":362,""height"":55}","{""name"":""AZITHROCIN 500mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,1,"{""name"":""rect"",""x"":150,""y"":240,""width"":312,""height"":53}","{""name"":""A- MYCIN 500mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,2,"{""name"":""rect"",""x"":152,""y"":286,""width"":402,""height"":48}","{""name"":""WOMENTON 200ml"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,3,"{""name"":""rect"",""x"":142,""y"":326,""width"":251,""height"":46}","{""name"":""RESQ 60 LICAP"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,4,"{""name"":""rect"",""x"":143,""y"":377,""width"":156,""height"":46}","{""name"":""JORVAN"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,5,"{""name"":""rect"",""x"":150,""y"":421,""width"":237,""height"":47}","{""name"":""WINOP 30mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,6,"{""name"":""rect"",""x"":145,""y"":464,""width"":259,""height"":42}","{""name"":""ZIKID 100ml"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,7,"{""name"":""rect"",""x"":156,""y"":508,""width"":252,""height"":44}","{""name"":""ZOFRA ODT 8"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,8,"{""name"":""rect"",""x"":140,""y"":554,""width"":309,""height"":40}","{""name"":""ZITHROX 500mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,9,"{""name"":""rect"",""x"":141,""y"":598,""width"":325,""height"":47}","{""name"":""XENOBESE 120mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,10,"{""name"":""rect"",""x"":125,""y"":642,""width"":193,""height"":37}","{""name"":""THORMON"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,11,"{""name"":""rect"",""x"":130,""y"":681,""width"":262,""height"":41}","{""name"":""TICAREL 90"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,12,"{""name"":""rect"",""x"":135,""y"":731,""width"":367,""height"":42}","{""name"":""XICLAV GFS 70ml"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,13,"{""name"":""rect"",""x"":138,""y"":767,""width"":293,""height"":61}","{""name"":""EXIUM 40mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,14,"{""name"":""rect"",""x"":169,""y"":829,""width"":239,""height"":26}","{""name"":""ACTRAPID 100IU"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,15,"{""name"":""rect"",""x"":463,""y"":358,""width"":239,""height"":55}","{""name"":""SEROQUET 25"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,16,"{""name"":""rect"",""x"":458,""y"":419,""width"":257,""height"":46}","{""name"":""PURICAL 1mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,17,"{""name"":""rect"",""x"":463,""y"":460,""width"":256,""height"":67}","{""name"":""UROMAX 400mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,18,"{""name"":""rect"",""x"":480,""y"":519,""width"":247,""height"":55}","{""name"":""SODICARB 25"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
133320476_307602280575105_1541294264682732721_n.jpg,82651,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,19,"{""name"":""rect"",""x"":518,""y"":580,""width"":230,""height"":74}","{""name"":""FILMET 400mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,0,"{""name"":""rect"",""x"":361,""y"":67,""width"":305,""height"":38}","{""name"":""Azithrocin 500mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,1,"{""name"":""rect"",""x"":386,""y"":108,""width"":272,""height"":46}","{""name"":""A- Mycin 500mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,2,"{""name"":""rect"",""x"":377,""y"":150,""width"":303,""height"":38}","{""name"":""Womenton 200ml"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,3,"{""name"":""rect"",""x"":376,""y"":199,""width"":275,""height"":44}","{""name"":""Resq 60 LICAP"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,4,"{""name"":""rect"",""x"":360,""y"":255,""width"":139,""height"":33}","{""name"":""Jorvan"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,5,"{""name"":""rect"",""x"":371,""y"":294,""width"":228,""height"":49}","{""name"":""Winop 30mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,6,"{""name"":""rect"",""x"":345,""y"":356,""width"":238,""height"":42}","{""name"":""Zikid 100mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,7,"{""name"":""rect"",""x"":370,""y"":417,""width"":279,""height"":47}","{""name"":""Zofra ODT 8mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,8,"{""name"":""rect"",""x"":370,""y"":474,""width"":299,""height"":45}","{""name"":""Zithrox 500mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,9,"{""name"":""rect"",""x"":374,""y"":527,""width"":338,""height"":46}","{""name"":""Xenobese 120mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,10,"{""name"":""rect"",""x"":376,""y"":582,""width"":188,""height"":42}","{""name"":""Thormon"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,11,"{""name"":""rect"",""x"":378,""y"":633,""width"":220,""height"":44}","{""name"":""Ticarel 90"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,12,"{""name"":""rect"",""x"":378,""y"":693,""width"":387,""height"":41}","{""name"":""Xiclav GFS 70ml"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,13,"{""name"":""rect"",""x"":386,""y"":749,""width"":274,""height"":64}","{""name"":""Exium 40mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,14,"{""name"":""rect"",""x"":406,""y"":809,""width"":330,""height"":55}","{""name"":""Actrapid 100IU"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,15,"{""name"":""rect"",""x"":383,""y"":866,""width"":258,""height"":47}","{""name"":""Seroquet 25"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,16,"{""name"":""rect"",""x"":391,""y"":911,""width"":279,""height"":57}","{""name"":""Purical 1mg"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
d8500493-3a04-4439-adaa-106802772ec1.jpg,54500,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",20,17,"{""name"":""rect"",""x"":388,""y"":961,""width"":365,""height"":51}","{""name"":""Uromax 400ml"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
